company_name,phone,phone_normalized,website,source
გეო–მასტერ გრუპ,+995599510019,+995599510019,,bia.ge
გიო და კომპანია,+995579374141,+995579374141,,bia.ge
დ პლუსი,+995599549292,+995599549292,,bia.ge
დიზაინმშენსერვისი,+995599193509,+995599193509,,bia.ge
დომინუსი,+995571393977,+995571393977,,bia.ge
ევროჰოლდინგი,+995595900699,+995595900699,,bia.ge
ერღოკატ მაკედონია ა.ტ.ე.ვ.ე–ს საქართველოს ფილიალი,+995591917191,+995591917191,,bia.ge
ზედაველა,+995593414014,+995593414014,,bia.ge
თ.ვ.გ. და კომპანია,+995599229675,+995599229675,,bia.ge
თ.ვ.გ. და კომპანია,+995431213711,+995431213711,,bia.ge
თბილისი ფროფერთიზ გრუპი,+995599504071,+995599504071,,bia.ge
თბილფოლადკონსტრუქცია,+995577777368,+995577777368,,bia.ge
თექ–ევ ინშაათ დექორასიონ თააჰჰუთ იჩ ვე დიშ თიჯარეთ ლიმითედ შირქეთი–ს ფილიალი საქართველოში,+995599235250,+995599235250,,bia.ge
იბერია ა.ა,+995599570448,+995599570448,,bia.ge
იბერია–ბილდი,+995599401026,+995599401026,,bia.ge
იკა,+995599533299,+995599533299,,bia.ge
ირაო მაგნატ გუდიაშვილი,+995599901717,+995599901717,,bia.ge
კომპანია გალს,+995577553305,+995577553305,,bia.ge
კომპენ ჯორჯია,+995599904590,+995599904590,,bia.ge
კონტრაქტმშენი,+995591212212,+995591212212,,bia.ge
კოპალა–მ,+995551835010,+995551835010,,bia.ge
ლიდერი,+995599646364,+995599646364,,bia.ge
ლილო ბილდინგ,+995577510015,+995577510015,,bia.ge
ლოპალი,+995599186414,+995599186414,,bia.ge
მაკრომშენი,+995593668565,+995593668565,,bia.ge
მახუნცეთი 2013,+995555521124,+995555521124,,bia.ge
მეტეხი 15,+995555552550,+995555552550,,bia.ge
მეშვიდე ცა +,+995599698869,+995599698869,,bia.ge
მპეტოკატ ა.ე.–ს ფილიალი საქართველოში,+995558571789,+995558571789,,bia.ge
მშენებელი 2004,+995599647711,+995599647711,,bia.ge
მშენებელი დ.დ. აჩი,+995593357744,+995593357744,,bia.ge
ნ პლუსი,+995599541718,+995599541718,,bia.ge
ნალი და კომპანია,+995322217770,+995322217770,,bia.ge
ნაფა+,+995599600817,+995599600817,,bia.ge
ნბჯ,+995599226677,+995599226677,,bia.ge
ნდს 2008,+995322911989,+995322911989,,bia.ge
ნდს 2008,+995322178074,+995322178074,,bia.ge
ნიაკა,+995577994141,+995577994141,,bia.ge
ოპტიმა 07,+995599564414,+995599564414,,bia.ge
ორბიტა–ბ,+995577439505,+995577439505,,bia.ge
პროექტმშენი,+995593352516,+995593352516,,bia.ge
რიელთი გრუპ,+995599989477,+995599989477,,bia.ge
რიონი,+995593766811,+995593766811,,bia.ge
როდო პოლისი,+995577206767,+995577206767,,bia.ge
როუდი Road,+995555415220,+995555415220,,bia.ge
სამშენებლო კომპანია ბათუმი,+995599956161,+995599956161,,bia.ge
საპროექტო–სამშენებლო კომპანია სფინქსი,+995322964923,+995322964923,,bia.ge
საპროექტო–სამშენებლო კომპანია სფინქსი,+995593345194,+995593345194,,bia.ge
საწარმოო–კომერციული ფირმა მერანი,+995595192219,+995595192219,,bia.ge
სერვის პლიუსი,+995599500894,+995599500894,,bia.ge
სითი დიველოფმენთ გრუპი,+995426143186,+995426143186,,bia.ge
სითი პარკი ბათუმი,+995577550900,+995577550900,,bia.ge
სპარსული სახლი,+995574839765,+995574839765,,bia.ge
სპექტრი,+995599229797,+995599229797,,bia.ge
უმუთ ინ ჯორჯია,+995599116120,+995599116120,,bia.ge
უნიმშენი+,+995599209501,+995599209501,,bia.ge
უჩგენ ჯორჯია,+995599747427,+995599747427,,bia.ge
ფონი,+995577563535,+995577563535,,bia.ge
ქარავანი - XXI,+995577176427,+995577176427,,bia.ge
ქართუ მშენებელი,+995322294297,+995322294297,,bia.ge
ქარუმ ჯორჯია,+995577577680,+995577577680,,bia.ge
ქედა ბილდინგ გრუპი,+995555655509,+995555655509,,bia.ge
წყნეთი დეველოპმენტი,+995595591010,+995595591010,,bia.ge
ჯენაკო,+995599643333,+995599643333,,bia.ge
ჯეობილდი,+995577560081,+995577560081,,bia.ge
ჯორჯიან ექსპრეს კომპანი,+995599154934,+995599154934,,bia.ge
ჯორჯიან ქონსთრაქშნ ინქორფორეითიდ ჯი.სი.აი,+995599152919,+995599152919,,bia.ge
ჰუაჩუან ჯორჯია ლიმიტედ კომპანი,+995592079292,+995592079292,,bia.ge
ენჯი და კომპანია,+995568402157,+995568402157,,bia.ge
ერა 2011,+995555105527,+995555105527,,bia.ge
კარკასი,+995599907105,+995599907105,,bia.ge
კოლეგიუმი,+995577419289,+995577419289,,bia.ge
კოლეგიუმი,+995597960444,+995597960444,,bia.ge
მოსაშვილი,+995571577071,+995571577071,,bia.ge
მოსაშვილი,+995599109464,+995599109464,,bia.ge
ნიჩბურა,+995555010808,+995555010808,,bia.ge
სამგორი M,+995322384400,+995322384400,,bia.ge
სამგორი M,+995322384401,+995322384401,,bia.ge
ფაუერ ტრანს,+995599701110,+995599701110,,bia.ge
ESCo-Georgia,+995599207280,+995599207280,,bia.ge
აღმშენებლობა,+995593338892,+995593338892,,bia.ge
აღმშენებლობა,+995322366986,+995322366986,,bia.ge
აღმშენებლობა,+995322366985,+995322366985,,bia.ge
ერკერი,+995597203806,+995597203806,,bia.ge
თბილისი–2,+995574005955,+995574005955,,bia.ge
აბგ,+995577970500,+995577970500,,bia.ge
სიმუნოვიც კრისტიან & სია ო.ე საქართველოს ფილიალი,+995593308735,+995593308735,,bia.ge
შართო,+995597514167,+995597514167,,bia.ge
ჯი არ დი სი,+995322910676,+995322910676,,bia.ge
ჯი ქეი გრუპ,+995322539258,+995322539258,,bia.ge
ენ. ერ. ჯი,+995422244747,+995422244747,,bia.ge
მ-კლუბი,+995599337551,+995599337551,,bia.ge
მშენსერვისი,+995322355054,+995322355054,,bia.ge
ბერდი,+995322536613,+995322536613,,bia.ge
ბერდი,+995322536691,+995322536691,,bia.ge
ისტერნ კონსტრაქტინგი,+995593651588,+995593651588,,bia.ge
წარაქვი,+995577761717,+995577761717,,bia.ge
ინტერ ჯგუფი,+995322705938,+995322705938,,bia.ge
მებუკე,+995579220177,+995579220177,,bia.ge
საპროექტო სამშენებლო სარემონტო ფირმა მეგასი,+995322386759,+995322386759,,bia.ge
საქმშენინვესტი,+995322231470,+995322231470,,bia.ge
ჯე.ემ.ზე. კომპანი,+995597569092,+995597569092,,bia.ge
ვინდოორი,+995322107300,+995322107300,,bia.ge
ვორქმენი,+995322482025,+995322482025,,bia.ge
თბილი სახლი–2009,+995322765394,+995322765394,,bia.ge
თბილი სახლი–2009,+995593200533,+995593200533,,bia.ge
მშენებელი XXl,+995599939899,+995599939899,,bia.ge
ხირსა,+995322608688,+995322608688,,bia.ge
ჯი–ეს–ჯი 2008,+995599133596,+995599133596,,bia.ge
BVG GEORGIA ბივიჯი ჯორჯია,+99559917755,+99559917755,,bia.ge
ბიემ კომპანი,+995599576487,+995599576487,,bia.ge
ბრაით თაუნ,+995591217575,+995591217575,,bia.ge
ევრომშენი,+995568838460,+995568838460,,bia.ge
ეუბე ჯორჯია,+995599560512,+995599560512,,bia.ge
ოქროს კვეთი,+995322212978,+995322212978,,bia.ge
სკინდორი,+995599796635,+995599796635,,bia.ge
ტრანს–ინერტი,+995595306007,+995595306007,,bia.ge
აზერბაიჯანის სამშენებლო კომპანია,+995574003131,+995574003131,,bia.ge
დაიცი,+995322633750,+995322633750,,bia.ge
კუბიკ 1,+995551340550,+995551340550,,bia.ge
გრანდ კონსტრაქშენ,+995599254488,+995599254488,,bia.ge
დავით კეიდიას სამშენებლო კომპანია,+995555662520,+995555662520,,bia.ge
ვაგი,+995322651499,+995322651499,,bia.ge
ვაგი,+995322652506,+995322652506,,bia.ge
იბერია მშენსერვისი,+995577448000,+995577448000,,bia.ge
კავშირტექნოლოგიები,+995555506281,+995555506281,,bia.ge
კოხტის ძირი 2010,+995597264342,+995597264342,,bia.ge
სახლმშენი,+995599947100,+995599947100,,bia.ge
სოფელი ბოსლები,+995574020103,+995574020103,,bia.ge
ციტადელი,+995577658040,+995577658040,,bia.ge
სამშენებლო კომპანია თბილისი,+995322382685,+995322382685,,bia.ge
სამშენებლო კომპანია თბილისი,+995322382113,+995322382113,,bia.ge
სამშენებლო კომპანია თბილისი,+995599555245,+995599555245,,bia.ge
ინტერმშენი 2009,+995599297101,+995599297101,,bia.ge
ფიქალი +,+995322635327,+995322635327,,bia.ge
ხედი,+995599589424,+995599589424,,bia.ge
ა.ნ.ი,+995322337329,+995322337329,,bia.ge
ელ-პარნასი,+995599789283,+995599789283,,bia.ge
ვამკო,+995322624194,+995322624194,,bia.ge
თიბიჯი,+995595289090,+995595289090,,bia.ge
ნოუ ჰაუზ,+995599581605,+995599581605,,bia.ge
ოლიმპი,+995599496644,+995599496644,,bia.ge
სუპერ-V,+995322383348,+995322383348,,bia.ge
სუპერ-V,+995577983311,+995577983311,,bia.ge
გეო ბილდ გრუპ,+995551700001,+995551700001,,bia.ge
გეო ბილდ გრუპ,+995591514242,+995591514242,,bia.ge
საინჟინრო–სამშენებლო ჯგუფი,+995599484886,+995599484886,,bia.ge
SERENA,+995593400441,+995593400441,,bia.ge
ალთინსოი ინშაათ თააჰჰუთ პროჟე ვე თიჯარეთის ბათუმის ფილიალი,+995577230103,+995577230103,,bia.ge
ბიე,+995322910152,+995322910152,,bia.ge
გიჩა +,+995599504796,+995599504796,,bia.ge
გონი,+995322568416,+995322568416,,bia.ge
გონი,+995322753545,+995322753545,,bia.ge
გონი,+995593385083,+995593385083,,bia.ge
გრაალი,+995322329618,+995322329618,,bia.ge
ენერგეტიკული ალიანსი,+995322390045,+995322390045,,bia.ge
მეგალითი,+995577299197,+995577299197,,bia.ge
საბმშენი,+995593147199,+995593147199,,bia.ge
ტექტორი გთ,+995322514737,+995322514737,,bia.ge
ლგ კონსტრაქშენ,+995322384939,+995322384939,,bia.ge
ლგ კონსტრაქშენ,+995599927901,+995599927901,,bia.ge
ლოიალ კაპიტალ ფროფერთი – საქართველო,+995322934052,+995322934052,,bia.ge
მშენებელი–21,+995599573726,+995599573726,,bia.ge
დელტა ჰოლდინგი,+995322553737,+995322553737,,bia.ge
ბათუმმშენინვესტი,+995422233793,+995422233793,,bia.ge
